y_m,intensity_norm,target
-0.000875,2.66701785648389e-11,0
-0.0008725,1.85533785656666e-11,0
-0.00087,1.11609521599877e-11,0
-0.0008675,1.07072018185374e-11,0
-0.000865,1.685098080307e-11,0
-0.0008625,2.31318773922506e-11,0
-0.00086,2.30639550342003e-11,0
-0.0008575,1.61934460698644e-11,0
-0.000855,8.49135687781183e-12,0
-0.0008525,6.76045937904828e-12,0
-0.00085,1.23057902065803e-11,0
-0.0008475,1.9757141046675e-11,0
-0.000845,2.20894993060872e-11,0
-0.0008425,1.71236651953421e-11,0
-0.00084,9.4730556712663e-12,0
-0.0008375,6.20003295667772e-12,0
-0.000835,1.02876076140981e-11,0
-0.0008325,1.7976739649824e-11,0
-0.00083,2.23313419886138e-11,0
-0.0008275,1.95980890532488e-11,0
-0.000825,1.24405340327105e-11,0
-0.0008225,7.18023368566733e-12,0
-0.00082,7.80945840244165e-12,0
-0.0008175,1.2454431255829e-11,0
-0.000815,1.55139690502322e-11,0
-0.0008125,1.32866445491325e-11,0
-0.00081,7.65348705225384e-12,0
-0.0008075,4.3056541995176e-12,0
-0.000805,7.21466320203566e-12,0
-0.0008025,1.46081993023429e-11,0
-0.0008,2.03093497493076e-11,0
-0.0007975,1.9272751355431e-11,0
-0.000795,1.22170202324044e-11,0
-0.0007925,5.06014111726625e-12,0
-0.00079,3.63976402616982e-12,0
-0.0007875,8.51868804134555e-12,0
-0.000785,1.45817321613059e-11,0
-0.0007825,1.57538958824415e-11,0
-0.00078,1.05391562839503e-11,0
-0.0007775,3.38686704876079e-12,0
