rank,score,name,defocus_waves,astigmatism_waves,spherical_waves,center_ratio,middle_over_sides,core_rms_fraction,profile_rmse_x,profile_rmse_y
217,40.02816422743165,D+0.00_A+0.60_S-0.20waves,0.0,0.6,-0.2,2.2273120106792694,1.0345037464596503,0.859691168618282,1.2495061559846523,1.079189301312497
218,40.23394964280127,D-0.60_A+0.20_S+0.00waves,-0.6,0.19999999999999996,0.0,2.137063633977206,1.1696954359438745,1.0214319091415511,1.7039356095134222,0.9917965867849386
219,40.6116612450934,D+0.00_A+0.20_S-0.20waves,0.0,0.19999999999999996,-0.2,2.14494730314102,0.9030199982415452,1.094215588790912,1.7696744091105991,1.057197961105381
220,40.86624026265019,D+0.20_A+0.00_S-0.60waves,0.19999999999999996,0.0,-0.6,2.0892219767307743,1.1364997384915065,1.161143514331723,2.0427108948972252,0.8905645848716229
221,40.87794570894918,D-0.20_A-0.20_S-0.20waves,-0.2,-0.2,-0.2,1.504178087753253,1.975275447079448,1.2390873938961404,2.1686988085359986,0.5185120935319352
222,41.20381569617853,D+0.20_A+0.40_S-0.20waves,0.19999999999999996,0.3999999999999999,-0.2,2.219485530592274,1.0139450494191575,1.0309731130494262,1.3906925907892704,1.090461253288247
223,41.28670543193285,D+0.00_A+0.40_S-0.60waves,0.0,0.3999999999999999,-0.6,2.260014148837337,0.7764216876800448,0.9058340632364289,1.4527247943532526,1.045819384413758
224,41.641430245216874,D+0.20_A+0.40_S-0.40waves,0.19999999999999996,0.3999999999999999,-0.4,2.235397401298606,0.8771866495768731,1.0200021011031633,1.5283270652028185,1.1349125395022122
225,42.238975540149205,D+0.00_A+0.40_S-0.20waves,0.0,0.3999999999999999,-0.2,2.2328302891866603,0.8501740383056033,1.0935025313236058,1.5445007807966173,1.1739222807304548
226,42.96514026099176,D-0.60_A+0.40_S+0.20waves,-0.6,0.3999999999999999,0.19999999999999996,2.280814861544345,1.1783444485466752,0.99610739078806,1.5204211268866936,1.0787633010190616
227,43.15075637076703,D-0.20_A+0.40_S+0.60waves,-0.2,0.3999999999999999,0.6,2.3235549677077953,1.439420701429691,0.6532264803531235,1.1870938974922758,1.0577074426877355
228,43.31309495390742,D+0.60_A+0.60_S-0.60waves,0.6,0.6,-0.6,2.325678702329481,0.933783998531946,1.0001349818860983,1.3377599617728722,1.209648775175844
229,43.52077865245767,D-0.60_A+0.20_S-0.20waves,-0.6,0.19999999999999996,-0.2,2.067479705532212,1.7016211779069617,1.087475091388073,1.6790477427813029,0.9296324516535996
